idx,p_yes,rank_yes,rank_no
0,0.8778699636459351,1,2
1,0.9987104535102844,1,3
2,0.9921887516975403,1,3
3,0.9989948868751526,1,3
4,0.016216697171330452,3,1
5,0.021158840507268906,3,1
6,0.0020659419242292643,6,1
7,0.0009058264549821615,7,1
8,0.9995768666267395,1,3
9,0.9997937083244324,1,5
10,0.9117196798324585,1,3
11,0.9931290149688721,1,3
12,0.0031760158017277718,5,1
13,0.0011296345619484782,7,1
14,0.00045119505375623703,7,1
15,0.00047015969175845385,8,1
16,0.9361792802810669,1,3
17,0.9998664259910583,1,3
18,0.7385938167572021,2,3
19,0.9999505877494812,1,4
20,0.908407986164093,2,3
21,0.003236977616325021,4,1
22,0.9798139333724976,2,3
23,0.18021243810653687,2,1
24,0.9976250529289246,1,3
25,0.9951297640800476,1,3
26,0.9956594705581665,1,3
27,0.9972400069236755,1,3
28,0.0008108059992082417,4,1
29,0.0005066145095042884,5,1
30,0.00032201880821958184,4,1
31,0.00010571815073490143,9,1
32,0.9997110962867737,1,3
33,0.9999632835388184,1,6
34,0.9999520182609558,1,4
35,0.9999653100967407,1,6
36,0.0952797383069992,5,1
37,0.2222888469696045,5,2
38,0.011110631749033928,5,1
39,0.0018473623786121607,6,1
40,0.12245555222034454,2,1
41,0.03337254375219345,3,1
42,0.010777032934129238,3,1
43,0.004157591611146927,5,1
44,0.007289133034646511,3,1
45,0.00015331630129367113,8,1
46,0.0018865971360355616,3,1
47,8.613657701062039e-05,8,1
48,0.9881167411804199,1,3
49,0.9966627359390259,1,3
50,0.7404754161834717,1,3
51,0.9814099669456482,1,3
52,0.0007586301653645933,5,1
53,0.0001946779084391892,8,1
54,0.000690299435518682,6,1
55,0.00012096358113922179,8,1
56,0.9858143925666809,1,2
57,0.9974648356437683,1,3
58,0.9920839071273804,1,3
59,0.9965431690216064,1,3
60,0.00025438197189942,7,1
61,0.0002857832587324083,8,1
62,5.327238977770321e-05,7,1
63,3.8238384149735793e-05,11,1
64,0.7526413798332214,1,2
65,0.7551101446151733,1,2
66,0.3060103952884674,3,1
67,0.568783700466156,1,2
68,0.0015502715250477195,5,1
69,0.0001370778336422518,8,1
70,0.0014289871323853731,7,1
71,0.0001053675077855587,8,1
